"","Name","Disaster","Begin Date","End Date","Total CPI-Adjusted Cost (Millions of Dollars)","Deaths","state"
"1423","Southern Plains/Southwest Drought & Heat Wave (Spring-Summer 2011)","Drought",20110301,20110831,14044.5,95,"NC"
"1424","Plains/East/Northeast Severe Weather (June-July 2012)","Severe Storm",20120629,20120702,3264,28,"NC"
"1425","Hurricane Sandy (October 2012)","Tropical Cyclone",20121030,20121031,73494.6,159,"NC"
"1426","Midwest/Southeast/Northeast Winter Storm (January 2014)","Winter Storm",20140105,20140108,2390,16,"NC"
"1427","Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014)","Severe Storm",20140427,20140501,1909.9,33,"NC"
"1428","Central and Eastern Winter storm, Cold Wave (February 2015)","Winter Storm",20150214,20150220,3258.4,30,"NC"
"1429","Midwest/Ohio Valley Severe Weather (April 2015)","Severe Storm",20150407,20150409,1711.1,2,"NC"
"1430","South/Southeast Severe Weather (April 2015)","Severe Storm",20150418,20150420,1412.3,0,"NC"
"1431","South Carolina and East Coast Flooding (October 2015)","Flooding",20151001,20151005,2198,25,"NC"
"1432","Southeast and Eastern Tornadoes (February 2016)","Severe Storm",20160222,20160224,1133.6,10,"NC"
"1433","South/Southeast Tornadoes (April 2016)","Severe Storm",20160426,20160502,2610.2,6,"NC"
"1434","Hurricane Matthew (October 2016)","Tropical Cyclone",20161008,20161012,10900,49,"NC"
"1435","West/Northeast/Southeast Drought (2016)","Drought",20160101,20161231,3764.1,0,"NC"
"1436","Western/Southeast Wildfires (Summer-Fall 2016)","Wildfire",20160601,20161231,2610.8,21,"NC"
"1437","Central/Southeast Tornado Outbreak (March 2017)","Severe Storm",20170228,20170301,1914.5,6,"NC"
"1438","Southeast Freeze (March 2017)","Freeze",20170314,20170316,1060,0,"NC"
"1439","Hurricane Harvey (August 2017)","Tropical Cyclone",20170825,20170831,130000,89,"NC"
"1440","Hurricane Irma (September 2017)","Tropical Cyclone",20170906,20170912,52000,97,"NC"
"1441","Central and Eastern Winter Storm (January 2018)","Winter Storm",20180103,20180105,1084.8,22,"NC"
"1442","Northeast Winter Storm (March 2018)","Winter Storm",20180301,20180303,2259.9,9,"NC"
"1443","Southern and Eastern Tornadoes and Severe Weather (April 2018)","Severe Storm",20180413,20180416,1357.8,3,"NC"
"1444","Central and Eastern Tornadoes and Severe Weather (July 2018)","Severe Storm",20180719,20180722,1616.7,0,"NC"
"1445","Hurricane Florence (September 2018)","Tropical Cyclone",20180913,20180916,24480,53,"NC"
"1446","Hurricane Michael (October 2018)","Tropical Cyclone",20181010,20181011,25474.5,49,"NC"
"1447","Central/Eastern Drought/Heatwave (Summer-Fall 1980)","Drought",19800601,19801130,33166.2,1260,"ND"
"1448","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"ND"
"1449","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"ND"
"1450","U.S. Drought/Heatwave (Summer 1988)","Drought",19880601,19880831,44408.3,454,"ND"
"1451","Northern Plains Drought (Summer-Fall 1989)","Drought",19890601,19891130,6366.6,0,"ND"
"1452","Northern Plains and Ohio Valley Severe Weather (July 1993)","Severe Storm",19930708,19930710,1146.3,1,"ND"
"1453","Midwest Flooding (Summer 1993)","Flooding",19930627,19930815,37729.7,48,"ND"
"1454","Northern Plains Flooding (Spring 1997)","Flooding",19970203,19970524,5956,11,"ND"
"1455","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"ND"
"1456","Western/Central Drought/Heatwave (Spring-Fall 2003)","Drought",20030301,20031130,7095.1,35,"ND"
"1457","Midwest/Plains/Southeast Drought (Spring-Summer 2006)","Drought",20060301,20060831,7797.3,0,"ND"
"1458","U.S. Drought (2008)","Drought",20080101,20081231,8551.9,0,"ND"
"1459","Missouri River flooding (May-June 2011)","Flooding",20110501,20110630,2342.6,5,"ND"
"1460","U.S. Drought/Heatwave (2012)","Drought",20120101,20121231,33903.9,123,"ND"
"1461","Western/Plains Drought/Heatwave (Spring-Fall 2013)","Drought",20130301,20131130,11677.1,53,"ND"
"1462","Western and Alaskan Wildfires (Summer-Fall 2015)","Wildfire",20150601,20151130,3330.8,12,"ND"
"1463","North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)","Drought",20170301,20171231,2600,0,"ND"
"1464","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"OH"
"1465","Midwest/Plains/Southeast Tornadoes (April 1982)","Severe Storm",19820402,19820404,1319.3,33,"OH"
"1466","Severe storms (June 1982)","Severe Storm",19820531,19820610,1310.4,30,"OH"
"1467","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"OH"
"1468","Winter Storm, Cold Wave (January 1985)","Winter Storm",19850119,19850122,2042,150,"OH"
"1469","U.S. Drought/Heatwave (Summer 1988)","Drought",19880601,19880831,44408.3,454,"OH"
"1470","Winter Storm, Cold Wave (December 1989)","Winter Storm",19891221,19891226,1441.8,100,"OH"
"1471","Severe Storms, Tornadoes (March 1991)","Severe Storm",19910326,19910329,1231.9,0,"OH"
"1472","U.S. Drought (Spring-Summer 1991)","Drought",19910301,19910831,5746.5,0,"OH"
"1473","Southeast Severe Weather (November 1992)","Severe Storm",19921121,19921123,1221.8,26,"OH"
"1474","East Coast Blizzard and Severe Weather (March 1993)","Winter Storm",19930311,19930314,9948.6,270,"OH"
"1475","Northern Plains and Ohio Valley Severe Weather (July 1993)","Severe Storm",19930708,19930710,1146.3,1,"OH"
"1476","Winter Storm, Cold Wave (January 1994)","Winter Storm",19940117,19940120,1830.3,70,"OH"
"1477","Blizzard/Floods (January 1996)","Winter Storm",19960101,19960131,5014.9,187,"OH"
"1478","Hurricane Fran (September 1996)","Tropical Cyclone",19960905,19960908,8361.7,37,"OH"
"1479","Mississippi and Ohio Valley Severe Weather and Flooding (March 1997)","Severe Storm",19970228,19970305,1583.4,67,"OH"
"1480","Severe Storms, Tornadoes (June 1998)","Severe Storm",19980530,19980602,1810.2,20,"OH"
"1481","Central and Eastern Winter Storm (January 1999)","Winter Storm",19990101,19990104,1620.7,25,"OH"
"1482","Central and Eastern Winter Storm (Mid-January 1999)","Winter Storm",19990113,19990116,1384.6,0,"OH"
"1483","Oklahoma and Kansas Tornadoes (May 1999)","Severe Storm",19990503,19990506,3159.1,55,"OH"
"1484","Eastern Drought/Heatwave (Summer 1999)","Drought",19990601,19990831,3923.4,502,"OH"
"1485","Midwest/Ohio Valley Hail and Tornadoes (April 2001)","Severe Storm",20010406,20010411,4549.5,3,"OH"
"1486","Severe Storms and Tornadoes (April 2002)","Severe Storm",20020427,20020428,3036.2,7,"OH"
"1487","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"OH"
"1488","Severe Storms/Tornadoes (May 2003)","Severe Storm",20030503,20030510,5862.2,51,"OH"
"1489","Midwest/Plains Severe Weather (July 2003)","Severe Storm",20030704,20030709,1218.4,7,"OH"
"1490","Severe Weather (July 2003)","Severe Storm",20030721,20030723,1431.6,7,"OH"
"1491","Severe Storms, Hail, Tornadoes (May 2004)","Severe Storm",20040521,20040527,1409.1,4,"OH"
"1492","Hurricane Ivan (September 2004)","Tropical Cyclone",20040912,20040921,28495.7,57,"OH"
"1493","Midwest Drought (Spring-Summer 2005)","Drought",20050301,20050831,1990.9,0,"OH"
"1494","Midwest/Southeast Tornadoes (April 6-8, 2006)","Severe Storm",20060406,20060408,2084.9,10,"OH"
"1495","Central Severe Weather (October 2006)","Severe Storm",20061002,20061005,1142.7,1,"OH"
"1496","Spring Freeze (April 2007)","Freeze",20070404,20070410,2596.1,0,"OH"
"1497","Western/Eastern Drought/Heatwave (Summer-Fall 2007)","Drought",20070601,20071130,4493.7,15,"OH"
"1498","Western, Central and Northeast Severe Weather (January 2008)","Severe Storm",20080104,20080109,1198,12,"OH"
"1499","Southeast Tornadoes and Severe Weather (February 2008)","Severe Storm",20080205,20080206,1478.1,57,"OH"
"1500","Hurricane Ike (September 2008)","Tropical Cyclone",20080912,20080914,36598.4,112,"OH"
"1501","U.S. Drought (2008)","Drought",20080101,20081231,8551.9,0,"OH"
"1502","Southeast/Ohio Valley Severe Weather (February 2009)","Severe Storm",20090210,20090211,2123,10,"OH"
"1503","Groundhog Day Blizzard (February 2011)","Winter Storm",20110201,20110203,2099.1,36,"OH"
"1504","Ohio Valley/South Tornadoes (April 2011)","Severe Storm",20110419,20110420,1213.8,0,"OH"
"1505","Southeast/Ohio Valley/Midwest Tornadoes (April 2011)","Severe Storm",20110425,20110428,11959.6,321,"OH"
"1506","Midwest/Southeast Tornadoes (May 2011)","Severe Storm",20110522,20110527,10643.3,177,"OH"
"1507","Rockies and Midwest Severe Weather (July 2011)","Severe Storm",20110710,20110714,1433.4,2,"OH"
"1508","Southeast/Ohio Valley Tornadoes (March 2012)","Severe Storm",20120302,20120303,3535.5,42,"OH"
"1509","Plains/East/Northeast Severe Weather (June-July 2012)","Severe Storm",20120629,20120702,3264,28,"OH"
"1510","Hurricane Sandy (October 2012)","Tropical Cyclone",20121030,20121031,73494.6,159,"OH"
"1511","U.S. Drought/Heatwave (2012)","Drought",20120101,20121231,33903.9,123,"OH"
"1512","Ohio Valley Tornadoes (November 2013)","Severe Storm",20131117,20131117,1221.5,8,"OH"
"1513","Midwest/Southeast/Northeast Winter Storm (January 2014)","Winter Storm",20140105,20140108,2390,16,"OH"
"1514","Rockies/Midwest/Eastern Severe Weather (May 2014)","Severe Storm",20140518,20140523,4084.6,0,"OH"
"1515","Central and Eastern Winter storm, Cold Wave (February 2015)","Winter Storm",20150214,20150220,3258.4,30,"OH"
"1516","Midwest/Ohio Valley Severe Weather (April 2015)","Severe Storm",20150407,20150409,1711.1,2,"OH"
"1517","Texas and Oklahoma Flooding and Severe Weather (May 2015)","Flooding",20150523,20150526,2750.7,31,"OH"
"1518","West Virginia Flooding and Ohio Valley Tornadoes (June 2016)","Flooding",20160622,20160624,1056,23,"OH"
"1519","Central/Southeast Tornado Outbreak (March 2017)","Severe Storm",20170228,20170301,1914.5,6,"OH"
"1520","Midwest Tornado Outbreak (March 2017)","Severe Storm",20170306,20170308,2306.6,2,"OH"
"1521","Missouri and Arkansas Flooding and Central Severe Weather (May 2017)","Flooding",20170425,20170507,1758.5,20,"OH"
"1522","Central and Northeastern Severe Weather (May 2018)","Severe Storm",20180501,20180504,1432,0,"OH"
"1523","Central and Eastern Severe Weather (May 2018)","Severe Storm",20180513,20180515,1411.1,5,"OH"
"1524","Central/Eastern Drought/Heatwave (Summer-Fall 1980)","Drought",19800601,19801130,33166.2,1260,"OK"
"1525","Severe Storms, Flash Floods, Hail, Tornadoes (May 1981)","Severe Storm",19810505,19810510,1188.2,20,"OK"
"1526","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"OK"
"1527","Midwest/Plains/Southeast Tornadoes (April 1982)","Severe Storm",19820402,19820404,1319.3,33,"OK"
"1528","Severe storms (June 1982)","Severe Storm",19820531,19820610,1310.4,30,"OK"
"1529","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"OK"
"1530","Winter Storm, Cold Wave (January 1985)","Winter Storm",19850119,19850122,2042,150,"OK"
"1531","U.S. Drought/Heatwave (Summer 1988)","Drought",19880601,19880831,44408.3,454,"OK"
"1532","Severe Storms (May 1989)","Severe Storm",19890501,19890506,1169.1,21,"OK"
"1533","Winter Storm, Cold Wave (December 1989)","Winter Storm",19891221,19891226,1441.8,100,"OK"
"1534","Southern Flooding (May 1990)","Flooding",19900511,19900519,2034,13,"OK"
"1535","U.S. Drought (Spring-Summer 1991)","Drought",19910301,19910831,5746.5,0,"OK"
"1536","Hail, Tornadoes (April 1992)","Severe Storm",19920428,19920429,1775.2,0,"OK"
"1537","Severe Storms, Hail (June 1992)","Severe Storm",19920619,19920620,1391.3,0,"OK"
"1538","Midwest/Plains Tornadoes (April 1994)","Severe Storm",19940425,19940427,1733.7,3,"OK"
"1539","South Plains Severe Weather (May 1995)","Severe Storm",19950505,19950507,9381.8,32,"OK"
"1540","Southern Plains Drought (Spring-Summer 1996)","Drought",19960301,19960831,2991.7,0,"OK"
"1541","Southern Drought/Heat Wave (Summer 1998)","Drought",19980601,19980831,5609.5,200,"OK"
"1542","Central and Eastern Winter Storm (January 1999)","Winter Storm",19990101,19990104,1620.7,25,"OK"
"1543","Oklahoma and Kansas Tornadoes (May 1999)","Severe Storm",19990503,19990506,3159.1,55,"OK"
"1544","Western/Central/Southeast Drought/Heatwave (Spring-Fall 2000)","Drought",20000301,20001130,7595.6,140,"OK"
"1545","Midwest/Ohio Valley Hail and Tornadoes (April 2001)","Severe Storm",20010406,20010411,4549.5,3,"OK"
"1546","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"OK"
"1547","Severe Storms/Tornadoes (May 2003)","Severe Storm",20030503,20030510,5862.2,51,"OK"
"1548","California Wildfires (Fall 2003)","Wildfire",20030901,20031130,5524.5,22,"OK"
"1549","Severe Storms, Hail, Tornadoes (May 2004)","Severe Storm",20040521,20040527,1409.1,4,"OK"
"1550","Severe Storms and Tornadoes (March 2006)","Severe Storm",20060308,20060313,1738.9,10,"OK"
"1551","Midwest/Plains/Southeast Drought (Spring-Summer 2006)","Drought",20060301,20060831,7797.3,0,"OK"
"1552","Numerous Wildfires (2006)","Wildfire",20060101,20061231,1907.2,28,"OK"
"1553","Spring Freeze (April 2007)","Freeze",20070404,20070410,2596.1,0,"OK"
"1554","Western, Central and Northeast Severe Weather (January 2008)","Severe Storm",20080104,20080109,1198,12,"OK"
"1555","Southern Severe Weather (April 2008)","Severe Storm",20080409,20080411,1268.3,2,"OK"
"1556","Midwest Tornadoes and Severe Weather (May 2008)","Severe Storm",20080522,20080527,3695.9,13,"OK"
"1557","Midwest/Mid-Atlantic Severe Weather (June 2008)","Severe Storm",20080606,20080612,1995.7,18,"OK"
"1558","Midwest Flooding (Summer 2008)","Flooding",20080401,20080630,12149.3,24,"OK"
"1559","U.S. Wildfires (Fall 2008)","Wildfire",20080901,20081130,1505.5,16,"OK"
"1560","U.S. Drought (2008)","Drought",20080101,20081231,8551.9,0,"OK"
"1561","Southeast/Ohio Valley Severe Weather (February 2009)","Severe Storm",20090210,20090211,2123,10,"OK"
"1562","Midwest/Southeast Tornadoes (March 2009)","Severe Storm",20090325,20090328,2001.4,0,"OK"
"1563","Midwest, South and East Severe Weather (June 2009)","Severe Storm",20090609,20090612,1620.3,0,"OK"
"1564","Western Wildfires (Summer-Fall 2009)","Wildfire",20090601,20091130,1234.4,10,"OK"
"1565","Southwest/Great Plains Drought (2009)","Drought",20090101,20091231,4260.3,0,"OK"
"1566","Oklahoma, Kansas, and Texas Tornadoes and Severe Weather (May 2010)","Severe Storm",20100510,20100512,3967.2,3,"OK"
"1567","Rockies/Central/East Severe Weather (June 2010)","Severe Storm",20100610,20100615,1072.3,2,"OK"
"1568","Groundhog Day Blizzard (February 2011)","Winter Storm",20110201,20110203,2099.1,36,"OK"
"1569","Southeast/Midwest Tornadoes (April 2011)","Severe Storm",20110408,20110411,2549.9,0,"OK"
"1570","Midwest/Southeast Tornadoes (April 2011)","Severe Storm",20110414,20110416,2409.3,38,"OK"
"1571","Southeast/Ohio Valley/Midwest Tornadoes (April 2011)","Severe Storm",20110425,20110428,11959.6,321,"OK"
"1572","Midwest/Southeast Tornadoes (May 2011)","Severe Storm",20110522,20110527,10643.3,177,"OK"
"1573","Midwest/Southeast Tornadoes and Severe Weather (June 2011)","Severe Storm",20110618,20110622,1798.6,3,"OK"
"1574","Southern Plains/Southwest Drought & Heat Wave (Spring-Summer 2011)","Drought",20110301,20110831,14044.5,95,"OK"
"1575","Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)","Wildfire",20110601,20111130,2130.3,5,"OK"
"1576","Midwest Tornadoes (April 2012)","Severe Storm",20120413,20120414,1269.7,6,"OK"
"1577","Southern Plains/Midwest/Northeast Severe Weather (May 2012)","Severe Storm",20120525,20120530,2603.2,1,"OK"
"1578","Western Wildfires (Summer-Fall 2012)","Wildfire",20120601,20121130,1964.6,8,"OK"
"1579","U.S. Drought/Heatwave (2012)","Drought",20120101,20121231,33903.9,123,"OK"
"1580","Midwest/Plains/East Tornadoes (May 2013)","Severe Storm",20130518,20130522,2688.2,27,"OK"
"1581","Midwest/Plains/Northeast Tornadoes (May 2013)","Severe Storm",20130527,20130531,2031,10,"OK"
"1582","Western/Plains Drought/Heatwave (Spring-Fall 2013)","Drought",20130301,20131130,11677.1,53,"OK"
"1583","Western Drought (2014)","Drought",20140101,20141231,4367.3,0,"OK"
"1584","Midwest/Ohio Valley Severe Weather (April 2015)","Severe Storm",20150407,20150409,1711.1,2,"OK"
"1585","South/Southeast Severe Weather (April 2015)","Severe Storm",20150418,20150420,1412.3,0,"OK"
"1586","Southern Plains Tornadoes (May 2015)","Severe Storm",20150506,20150510,1399.3,4,"OK"
"1587","Texas and Oklahoma Flooding and Severe Weather (May 2015)","Flooding",20150523,20150526,2750.7,31,"OK"
"1588","Texas Tornadoes and Midwest Flooding (December 2015)","Severe Storm",20151226,20151229,2158.2,50,"OK"
"1589","North Texas Hail Storm (March 2016)","Severe Storm",20160323,20160324,2250.6,0,"OK"
"1590","South/Southeast Tornadoes (April 2016)","Severe Storm",20160426,20160502,2610.2,6,"OK"
"1591","Plains Tornadoes and Central Severe Weather (May 2016)","Severe Storm",20160508,20160511,1874.5,2,"OK"
"1592","Midwest Tornado Outbreak (March 2017)","Severe Storm",20170306,20170308,2306.6,2,"OK"
"1593","South/Southeast Severe Weather (March 2017)","Severe Storm",20170326,20170328,2856.7,0,"OK"
"1594","Missouri and Arkansas Flooding and Central Severe Weather (May 2017)","Flooding",20170425,20170507,1758.5,20,"OK"
"1595","Colorado Hail Storm and Central Severe Weather (May 2017)","Severe Storm",20170508,20170511,3551,0,"OK"
"1596","Central and Northeastern Severe Weather (May 2018)","Severe Storm",20180501,20180504,1432,0,"OK"
"1597","Central and Eastern Severe Weather (May 2018)","Severe Storm",20180513,20180515,1411.1,5,"OK"
"1598","Southwest/Southern Plains Drought (Summer-Fall 2018)","Drought",20180601,20181230,3049.8,0,"OK"
"1599","Western Storms & Flooding (December 1982-March 1983)","Flooding",19821213,19830331,4094,50,"OR"
"1600","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"OR"
"1601","Western Severe Storms and Flooding (February 1986)","Severe Storm",19860214,19860216,1245,13,"OR"
"1602","U.S. Drought (Spring-Summer 1991)","Drought",19910301,19910831,5746.5,0,"OR"
"1603","Western Fire Season (Summer-Fall 1994)","Wildfire",19940601,19941130,1276,0,"OR"
"1604","Pacific Northwest Severe Flooding (February 1996)","Flooding",19960207,19960212,1683.8,9,"OR"
"1605","West Coast Flooding (December 1996-January 1997)","Flooding",19970101,19970111,4887.5,36,"OR"
"1606","Western/Central/Southeast Drought/Heatwave (Spring-Fall 2000)","Drought",20000301,20001130,7595.6,140,"OR"
"1607","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"OR"
"1608","Western Fire Season (Fall 2002)","Wildfire",20020901,20021130,1918.1,21,"OR"
"1609","California Wildfires (Fall 2003)","Wildfire",20030901,20031130,5524.5,22,"OR"
"1610","Western/Central Drought/Heatwave (Spring-Fall 2003)","Drought",20030301,20031130,7095.1,35,"OR"
